400.17,0.0024959,0.0025825,0.0024246
400.38,0.0018541,0.0027796,0.0021839
400.6,0.0026029,0.0023262,0.00141
400.81,0.0028881,0.0022671,0.0023042
401.02,0.0027098,0.0025036,0.0021151
401.23,0.0018363,0.0028782,0.001754
401.45,0.0013371,0.0017545,0.0013929
401.66,0.001765,0.0021488,0.0015648
401.87,0.0024781,0.0019517,0.0018056
402.08,0.0024424,0.0030951,0.0012037
402.3,0.0022107,0.0024445,0.0011693
402.51,0.0013549,0.0031542,0.0017712
402.72,0.0015332,0.0027796,0.0014616
402.93,0.0017293,0.0026416,0.0015132
403.14,0.0020859,0.0017151,0.0011693
403.36,0.0012658,0.001242,0.002459
403.57,0.0013906,0.0014391,0.0024074
403.78,0.0014262,0.0018137,0.0021323
403.99,0.001765,0.0025431,0.0015304
404.21,0.0018898,0.0025825,0.002459
404.42,0.0020859,0.0024839,0.0027341
404.63,0.0022285,0.0014785,0.0028373
404.84,0.0019789,0.0010843,0.0024418
405.06,0.0021037,0.0015968,0.0019775
405.27,0.0015154,0.0016954,0.0022698
405.48,0.0011232,0.0027402,0.0019947
405.69,0.0014084,0.0023065,0.0021151
405.9,0.0019611,0.0020699,0.0015992
406.12,0.0029238,0.0015377,0.0020463
406.33,0.0030307,0.0014982,0.0015476
406.54,0.0032447,0.0018334,0.0016336
406.75,0.0020324,0.0018137,0.0015132
406.96,0.00041004,0.0015574,0.0026825
407.18,0,0.001656,0.0028889
407.39,0.00053484,0.0021488,0.0021839
407.6,0.0018541,0.0027796,0.0018399
407.81,0.0018719,0.0035682,0.0019603
408.03,0.0019611,0.0034105,0.0023558
408.24,0.0017115,0.0026416,0.0026825
408.45,0.0024246,0.0025036,0.002545
408.66,0.0024602,0.0017348,0.0021839
408.87,0.002692,0.0023262,0.002287
409.09,0.0022463,0.0019319,0.0026997
409.3,0.0025137,0.001242,0.003078
409.51,0.0025316,0.0004337,0.0033876
409.72,0.0030129,0.00072941,0.0029749
409.93,0.003209,0.0024642,0.0028545
410.15,0.003316,0.0031148,0.0019947
410.36,0.0029773,0.0028979,0.0018227
410.57,0.0032447,0.0016757,0.0020807
410.78,0.0020502,0.0021882,0.0020291
410.99,0.0019789,0.0022079,0.0020635
411.2,0.00082008,0.0022474,0.0026653
411.42,0.001658,0.0025628,0.0021323
411.63,0.0016758,0.0021685,0.0028029
411.84,0.0026742,0.0022671,0.0017196
412.05,0.0026564,0.0019122,0.0019947
412.26,0.0022285,0.0022868,0.0011005
412.48,0.0014619,0.0028585,0.00141
412.69,0.0011053,0.0030162,0.0016164
412.9,0.0014797,0.0028979,0.002287
413.11,0.0012836,0.0025628,0.0023386
413.32,0.0021215,0.0018137,0.0027341
413.54,0.0020502,0.0015968,0.0019087
413.75,0.0029594,0.0023262,0.0018399
413.96,0.0023533,0.0022474,0.0013585
414.17,0.0022285,0.0021488,0.0017884
414.38,0.0014262,0.0016165,0.0017884
414.59,0.0016045,0.0015574,0.0023042
414.81,0.0019789,0.0021488,0.0023558
415.02,0.0022641,0.0023657,0.0019775
415.23,0.0021572,0.0033711,0.0019947
415.44,0.0015332,0.0033908,0.0025794
415.65,0.0017115,0.0029768,0.0030952
415.86,0.001551,0.0034499,0.0030436
416.08,0.0021572,0.0035879,0.0031812
416.29,0.0024602,0.0033711,0.0031468
416.5,0.0031912,0.0026022,0.0025106
416.71,0.002692,0.0026416,0.0014272
416.92,0.001551,0.0030556,0.00058465
417.13,0.0009627,0.0024051,0.0012209
417.35,0.0023354,0.0014588,0.0018056
417.56,0.0033873,0.0013011,0.0030436
