400.17,0.0019495,0,0
400.38,0.0025733,0.00060116,0.0035088
400.6,0.0027293,0.0013663,0.0035088
400.81,0.0028462,0.0018581,0.0062473
401.02,0.0028462,0.0018581,0.0062473
401.23,0.0030412,0.0020767,0.0071031
401.45,0.0030802,0.0026779,0.0071031
401.66,0.0034311,0.0027325,0.010098
401.87,0.0034311,0.0030604,0.012323
402.08,0.003587,0.0033883,0.014634
402.3,0.0039769,0.0034977,0.014805
402.51,0.0042888,0.0034977,0.018999
402.72,0.0042888,0.0034977,0.018999
402.93,0.0042888,0.0034977,0.018999
403.14,0.0042888,0.0034977,0.018999
403.36,0.0042888,0.0034977,0.018999
403.57,0.0042888,0.0037163,0.018999
403.78,0.0042888,0.0042081,0.019512
403.99,0.0039769,0.0042081,0.019512
404.21,0.003587,0.0042081,0.019512
404.42,0.003587,0.0042081,0.019512
404.63,0.0032361,0.0042081,0.018999
404.84,0.0030412,0.0037163,0.014634
405.06,0.0027682,0.0033883,0.014634
405.27,0.0027682,0.0037163,0.014634
405.48,0.0032361,0.0041535,0.015661
405.69,0.0032361,0.0042081,0.019512
405.9,0.0027682,0.0042628,0.023791
406.12,0.0027682,0.0042628,0.024134
406.33,0.0026123,0.0044267,0.024134
406.54,0.0026123,0.0044267,0.024134
406.75,0.0026123,0.0044267,0.024134
406.96,0.0026123,0.0044267,0.024134
407.18,0.0025343,0.0044267,0.024134
407.39,0.0025343,0.0044267,0.024134
407.6,0.0025343,0.0044267,0.024134
407.81,0.0026123,0.0046453,0.02576
408.03,0.0026123,0.0046453,0.027728
408.24,0.0030022,0.0044267,0.028755
408.45,0.003626,0.0041535,0.028755
408.66,0.0040159,0.0041535,0.028755
408.87,0.0040159,0.0041535,0.028755
409.09,0.0040549,0.0041535,0.028755
409.3,0.0040549,0.0041535,0.028755
409.51,0.0040549,0.0041535,0.028755
409.72,0.0040159,0.0040988,0.027728
409.93,0.00386,0.0040988,0.027043
410.15,0.003704,0.0040988,0.027043
410.36,0.003704,0.0040988,0.024733
410.57,0.003704,0.0040988,0.024134
410.78,0.00386,0.0040988,0.024733
410.99,0.00386,0.0040988,0.024733
411.2,0.00386,0.0040988,0.024733
411.42,0.00386,0.0040988,0.024733
411.63,0.0040159,0.0047546,0.024989
411.84,0.0040159,0.0047546,0.024989
412.05,0.0040159,0.0047546,0.024989
412.26,0.00386,0.0040988,0.024733
412.48,0.003704,0.0030058,0.024134
412.69,0.0034311,0.0025686,0.023449
412.9,0.0029632,0.0030058,0.023449
413.11,0.0028852,0.0030058,0.023449
413.32,0.0026513,0.0035523,0.024134
413.54,0.0025343,0.0035523,0.023449
413.75,0.0025343,0.0035523,0.023449
413.96,0.0025343,0.0035523,0.023278
414.17,0.0026513,0.0035523,0.022593
414.38,0.0027682,0.0030058,0.01917
414.59,0.0027682,0.0025686,0.01917
414.81,0.0028852,0.0025686,0.022593
415.02,0.0029632,0.0025686,0.023278
415.23,0.0029632,0.0025686,0.023278
415.44,0.0029632,0.0025686,0.023278
415.65,0.0029632,0.0025686,0.023278
415.86,0.0029632,0.0025686,0.023278
416.08,0.0029632,0.00235,0.023278
416.29,0.0029632,0.0020221,0.023278
416.5,0.0029632,0.0020221,0.023278
416.71,0.0029632,0.00235,0.023278
416.92,0.0031971,0.0025686,0.025075
417.13,0.0032751,0.0030058,0.025075
417.35,0.0032751,0.0030058,0.023278
417.56,0.003548,0.0025686,0.022593
417.77,0.003548,0.00235,0.021908
417.98,0.003548,0.00235,0.021908
418.19,0.0032751,0.00235,0.019683
418.4,0.003548,0.0025686,0.021908
418.62,0.00386,0.0026232,0.021908
418.83,0.00386,0.0028965,0.021908
419.04,0.00386,0.0028965,0.021908
419.25,0.0041329,0.0028965,0.021908
419.46,0.0042109,0.0026232,0.020454
419.67,0.0041329,0.0026232,0.020454
419.88,0.003743,0.0025686,0.019683
420.1,0.0033921,0.0025686,0.019683
420.31,0.0033921,0.0020767,0.019683
420.52,0.0033921,0.0020767,0.019683
420.73,0.0033921,0.0025686,0.020454
420.94,0.0033921,0.0025686,0.020967
421.15,0.003743,0.0024593,0.020967
421.36,0.003743,0.0024593,0.020454
421.58,0.003743,0.0024593,0.020282
421.79,0.0033921,0.0024593,0.020282
422,0.0033921,0.0024593,0.020282
422.21,0.0033921,0.0024593,0.020282
422.42,0.0033921,0.0025686,0.020454
422.63,0.0033921,0.0026232,0.020967
422.84,0.0033921,0.0026232,0.020967
423.06,0.0033921,0.0025686,0.020967
423.27,0.0033921,0.0024593,0.02208
423.48,0.003743,0.0024593,0.023107
423.69,0.003743,0.0024593,0.023107
423.9,0.003743,0.0025686,0.024305
424.11,0.003821,0.0025686,0.026187
424.32,0.003821,0.0025686,0.026187
424.53,0.003821,0.0024593,0.026187
424.75,0.003821,0.0024593,0.026187
424.96,0.00386,0.0024593,0.024305
425.17,0.00386,0.0024593,0.024305
425.38,0.00386,0.0035523,0.026187
425.59,0.00386,0.003607,0.02653
425.8,0.00386,0.003607,0.02653
426.01,0.00386,0.003607,0.02653
426.22,0.00386,0.003607,0.02653
426.44,0.00386,0.003607,0.02653
426.65,0.00386,0.003607,0.029268
426.86,0.0041719,0.0037709,0.029268
427.07,0.0042888,0.0041535,0.029268
427.28,0.0045228,0.0041535,0.029268
427.49,0.0041719,0.0041535,0.028156
427.7,0.00386,0.0041535,0.028156
427.91,0.00386,0.0041535,0.029268
428.12,0.00386,0.0041535,0.029268
428.34,0.00386,0.0041535,0.028156
428.55,0.0034311,0.0040442,0.02653
428.76,0.0031971,0.0040442,0.028156
428.97,0.0031971,0.0040442,0.028156
429.18,0.0030412,0.0040442,0.028156
429.39,0.0030412,0.0040442,0.028755
429.6,0.0030412,0.0038802,0.028156
429.81,0.0030412,0.003607,0.02653
430.02,0.0025733,0.0034977,0.02516
430.23,0.0025733,0.0034977,0.028156
430.45,0.0025733,0.0034977,0.028156
430.66,0.0023394,0.0033337,0.028156
430.87,0.0023394,0.0033337,0.028156
431.08,0.0023394,0.0034977,0.028156
431.29,0.0023394,0.0034977,0.028156
431.5,0.0021834,0.0034977,0.026359
431.71,0.0021834,0.0033337,0.02516
431.92,0.0021834,0.0033337,0.021994
432.13,0.0023394,0.0033337,0.021908
432.34,0.0023394,0.0031697,0.021566
432.55,0.0023394,0.0027872,0.021309
432.77,0.0023394,0.0027872,0.020796
432.98,0.0023394,0.0031697,0.020796
433.19,0.0023394,0.0033337,0.019855
433.4,0.0021834,0.0027872,0.017458
433.61,0.0021834,0.0020767,0.016003
433.82,0.0020664,0.0015302,0.01549
434.03,0.0020664,0.0014756,0.01549
434.24,0.0020664,0.0014756,0.01549
434.45,0.0020664,0.0014756,0.01549
434.66,0.0020664,0.0014756,0.01549
434.87,0.0021834,0.0014756,0.01549
435.08,0.0023394,0.00235,0.016688
435.29,0.0024173,0.0026779,0.017458
435.5,0.0023784,0.0024593,0.016688
435.72,0.0023784,0.00235,0.01549
435.93,0.0023784,0.00235,0.015233
436.14,0.0024173,0.0024593,0.01549
436.35,0.0024173,0.0026779,0.016688
436.56,0.0024173,0.0027325,0.017458
436.77,0.0024173,0.0027325,0.017458
436.98,0.0031192,0.0027325,0.017458
437.19,0.003782,0.0026779,0.017458
437.4,0.003782,0.0024593,0.018057
437.61,0.003782,0.0024593,0.0184
437.82,0.003782,0.0026779,0.020368
438.03,0.0040159,0.0027325,0.020368
438.24,0.0040939,0.0030058,0.02208
438.45,0.0040939,0.0036616,0.02208
438.66,0.0040939,0.0040988,0.02208
438.87,0.0040939,0.0042081,0.02208
439.09,0.0040939,0.0042081,0.02208
439.3,0.0040549,0.0043721,0.022679
439.51,0.0040549,0.0043721,0.022679
439.72,0.0040159,0.0043721,0.02208
439.93,0.0040159,0.0043721,0.02208
440.14,0.0040159,0.0043721,0.02208
440.35,0.0040159,0.0042081,0.02208
440.56,0.0040159,0.0030058,0.020368
440.77,0.0040159,0.0030058,0.020368
440.98,0.0040159,0.0031697,0.020368
441.19,0.0040159,0.0042081,0.020368
441.4,0.003587,0.0044814,0.025588
441.61,0.0033531,0.0048093,0.02576
441.82,0.0034701,0.0048093,0.029012
442.03,0.003587,0.0048093,0.030381
442.24,0.003587,0.0044814,0.02576
442.45,0.0034701,0.0044814,0.025588
442.66,0.0033531,0.0044267,0.018742
442.87,0.0033531,0.0042081,0.025588
443.08,0.0033531,0.003443,0.025588
443.29,0.0033531,0.0031697,0.02576
443.5,0.0033531,0.0031697,0.02576
443.71,0.0033531,0.0030604,0.025931
443.92,0.0033531,0.0029511,0.02576
444.13,0.0033531,0.0027872,0.02576
444.34,0.0033531,0.0027872,0.02576
444.55,0.0034701,0.0030604,0.025931
444.77,0.0034701,0.0031697,0.027214
444.98,0.0033531,0.0033337,0.030381
445.19,0.0032751,0.003443,0.033119
445.4,0.0031192,0.003443,0.033119
